61.2037	-149.7447
61.1194	-149.8974
61.1535	-149.8289
61.2037	-149.7447
61.1901	-149.9361
61.3114	-149.5085
64.8378	-147.7164
64.7805	-147.3694
60.4818	-151.1358
61.5923	-149.3959
61.5923	-149.3959
33.1934	-86.7944
33.1934	-86.7944
34.2739	-86.2064
32.9164	-85.9368
31.2971	-86.4905
33.6539	-85.8382
34.8036	-86.9707
31.0572	-87.4873
32.592	-85.5189
30.8635	-87.7644
30.408	-88.2507
33.3224	-86.9657
33.409	-86.9475
33.6328	-86.6493
33.5062	-86.8003
33.5452	-86.6655
33.6493	-86.7057
33.4653	-86.8082
33.5452	-86.6655
33.5678	-86.7199
32.9357	-87.2114
31.1294	-87.0961
33.1098	-86.756
34.1116	-85.6092
33.2982	-86.6563
34.1761	-86.8298
31.2811	-85.7305
34.5896	-86.9887
34.5484	-87.0004
34.5896	-86.9887
31.1481	-85.3718
31.2668	-85.3971
31.2668	-85.3971
31.4137	-86.0777
31.3408	-85.8421
31.9051	-85.1656
31.0402	-87.2664
34.8305	-87.656
30.4007	-87.6857
34.4368	-85.7124
33.6017	-86.8265
33.9845	-85.9077
31.0414	-85.8847
34.3592	-86.024
31.81	-86.6229
30.2717	-87.7589
34.2314	-87.5938
34.1534	-88.0085
34.4482	-86.9242
31.3534	-85.3323
33.2663	-86.902
33.3538	-86.8254
33.3967	-86.8346
33.468	-87.0924
34.6205	-86.551
34.7789	-86.5438
34.7784	-86.6091
34.6679	-86.5603
34.7389	-86.6249
34.7448	-86.6704
33.5452	-86.6655
31.5131	-87.8672
33.831	-85.7752
33.8312	-87.2775
32.9805	-86.7181
34.9016	-87.5082
31.7074	-86.2566
34.7108	-86.7425
34.7108	-86.7425
34.7108	-86.7425
34.8618	-86.5789
32.4995	-86.3641
30.6729	-88.1009
30.6605	-88.1618
30.6474	-88.2292
30.6962	-88.1821
30.6817	-88.2945
30.7322	-88.1758
31.5153	-87.341
33.1248	-86.8622
32.3736	-86.1833
32.3129	-86.2421
32.3543	-86.2673
32.3736	-86.1833
32.3129	-86.2421
34.5058	-87.2224
34.7561	-87.6304
33.9259	-86.4741
32.6454	-85.3783
32.6454	-85.3783
31.2799	-86.2571
30.281	-87.5815
34.6215	-86.4644
33.5815	-85.8328
32.4978	-85.0234
32.4978	-85.0234
32.4787	-86.43
32.4715	-86.4831
33.9318	-86.0898
34.4989	-85.8446
33.1512	-85.3722
30.5616	-87.6373
34.8495	-87.3237
34.5066	-87.7257
30.8332	-88.0934
34.618	-86.0562
32.4156	-87.0135
32.4197	-87.0245
31.0956	-85.583
30.6959	-87.8867
33.7386	-86.4394
33.1717	-86.2713
33.4354	-86.1134
32.551	-85.8978
30.5444	-88.1807
31.9067	-87.7598
31.7945	-85.9655
33.6339	-86.5981
33.3072	-87.5859
33.2722	-87.536
33.1969	-87.5627
32.4316	-85.6861
32.8113	-85.1749
32.5927	-86.2153
33.9303	-87.7972
35.5	-94.2073
34.1153	-93.069
36.2201	-91.6421
33.6787	-94.1351
35.7826	-91.6352
35.0937	-91.9074
36.4676	-94.2166
34.604	-92.6259
34.4933	-92.5896
36.3519	-93.5587
35.9273	-89.919
34.8781	-91.1886
34.6068	-92.492
34.6068	-92.492
34.9457	-92.0318
36.367	-94.3089
35.4908	-93.4911
35.6045	-92.4758
35.0842	-92.4236
35.1053	-92.3549
35.0842	-92.4236
35.0823	-92.4683
35.1955	-93.1873
34.0442	-94.3386
33.8921	-91.4861
35.2799	-90.4503
33.2073	-92.6629
36.4175	-93.7379
36.0877	-94.3093
36.052	-94.1534
36.2682	-92.578
33.8176	-92.4225
35.0091	-90.7886
35.3653	-94.411
35.3653	-94.411
35.3427	-94.3784
35.3427	-94.3784
35.2295	-92.3578
35.1955	-94.253
