44224.00	265
44223.00	354.8299866
44222.00	88.55999756
44221.00	96.73000336
44218.00	42.59000015
44217.00	39.22999954
44216.00	37.36999893
44215.00	41.54999924
44211.00	38.49000168
44210.00	38.09000015
44209.00	20.42000008
44208.00	19.95999908
44207.00	19.40999985
44204.00	18.18000031
44203.00	18.46999931
44202.00	17.34000015
44201.00	17.35000038
44200.00	19
44196.00	19.25
44195.00	19.37999916
44194.00	20.81999969
44193.00	21.30999947
44189.00	21.01000023
44188.00	20.17000008
44187.00	16.21999931
44186.00	15.81000042
44183.00	15.77999973
44182.00	13.96000004
44181.00	13.96000004
44180.00	12.77999973
44179.00	13.34000015
44176.00	13.90999985
44175.00	13.11999989
44174.00	13.92000008
44173.00	16.37000084
44172.00	17
44169.00	16.29999924
44168.00	16.47999954
44167.00	15.69999981
44166.00	17.11000061
44165.00	18.17000008
44162.00	15.28999996
44160.00	13.60000038
44159.00	14.22999954
44158.00	12.89999962
44155.00	12.55000019
44154.00	11.60000038
44153.00	11.80000019
44152.00	11.64999962
44151.00	11.15999985
44148.00	11.35999966
44147.00	11.73999977
44146.00	11.5
44145.00	11.5
44144.00	12.76000023
44141.00	11.52000046
44140.00	11.27000046
44139.00	11.76000023
44138.00	10.75
44137.00	10.81999969
44134.00	11.64000034
44133.00	11.88000011
44132.00	12.27000046
44131.00	13.71000004
44130.00	14.93000031
44127.00	15.05000019
44126.00	14.19999981
44125.00	13.89999962
44124.00	14.02999973
44123.00	13.43999958
44120.00	13.77000046
44119.00	11.98999977
44118.00	12.67000008
44117.00	11.72999954
44116.00	11.65999985
44113.00	12.82999992
44112.00	9.539999962
44111.00	9.229999542
44110.00	9.56000042
44109.00	9.43999958
44106.00	9.380000114
44105.00	10.09000015
44104.00	10.25
44103.00	10
44102.00	10.15999985
44099.00	9.18999958
44098.00	9.710000038
44097.00	10.60000038
44096.00	10.44999981
44095.00	9.350000381
44092.00	9.199999809
44091.00	8.569999695
44090.00	7.03000021
44089.00	6.860000134
44088.00	6.800000191
44085.00	6.260000229
44084.00	6.650000095
44083.00	7.960000038
44082.00	7.550000191
44078.00	7.78000021
44077.00	7.880000114
44076.00	7.800000191
44075.00	7.300000191
44074.00	5.769999981
44071.00	5.300000191
44070.00	5.110000134
44069.00	4.96999979
44068.00	4.880000114
44067.00	5.099999905
44064.00	4.599999905
44063.00	4.619999886
44062.00	4.800000191
44061.00	4.610000134
44060.00	4.78000021
44057.00	4.599999905
44056.00	4.519999981
44055.00	4.400000095
44054.00	4.429999828
44053.00	4.199999809
44050.00	4.389999866
44049.00	4.599999905
44048.00	4.5
44047.00	4.130000114
44046.00	4.03000021
44043.00	4.059999943
44042.00	4
44041.00	3.940000057
44040.00	3.960000038
44039.00	4.019999981
44036.00	4.059999943
44035.00	4.090000153
44034.00	4.019999981
44033.00	3.900000095
44032.00	3.950000048
44029.00	4.159999847
44028.00	4.190000057
44027.00	4.130000114
44026.00	4.21999979
44025.00	4.349999905
44022.00	4.199999809
44021.00	4.269999981
44020.00	4.099999905
44019.00	4.199999809
44018.00	4.309999943
44014.00	4.489999771
44013.00	4.309999943
44012.00	4.329999924
44011.00	4.349999905
44008.00	4.480000019
44007.00	4.329999924
44006.00	4.829999924
44005.00	4.949999809
44004.00	4.789999962
44001.00	4.949999809
44000.00	4.670000076
43999.00	4.539999962
43998.00	4.949999809
43997.00	4.5
43994.00	4.599999905
43993.00	4.639999866
43992.00	4.78000021
43991.00	5
43990.00	4.28000021
43987.00	4.289999962
43986.00	4.440000057
